#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
609	180	111	0	0	chr1	3166360	3166387	-194029045	+	(GAAA)n	Simple_repeat	Simple_repeat	2	28	0	1
609	297	128	0	0	chr1	3166480	3166527	-194028905	+	(TG)n	Simple_repeat	Simple_repeat	2	48	0	1
609	1472	158	170	42	chr1	3166713	3167185	-194028247	+	RLTR6_Mm	LTR	ERV1	37	653	-1	1
609	8066	26	0	0	chr1	3167981	3168945	-194026487	-	L1_Mm	LINE	L1	-2633	3250	2287	1
609	5865	19	0	0	chr1	3168941	3169622	-194025810	+	L1Md_A	LINE	L1	4905	5585	-298	1
609	8420	34	0	0	chr1	3169623	3170619	-194024813	+	L1Md_A	LINE	L1	5587	6582	0	1
609	21	0	0	0	chr1	3170743	3170764	-194024668	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
609	24	53	0	0	chr1	3171105	3171143	-194024289	+	AT_rich	Low_complexity	Low_complexity	1	38	0	1
609	644	273	11	37	chr1	3171143	3171421	-194024011	-	Lx9	LINE	L1	-832	6812	6403	1
609	603	299	136	9	chr1	3172042	3172126	-194023306	-	L1MA4A	LINE	L1	-423	5880	5794	1
609	555	16	0	0	chr1	3172126	3172190	-194023242	+	(TA)n	Simple_repeat	Simple_repeat	1	64	0	2
609	603	299	136	9	chr1	3172190	3172429	-194023003	-	L1MA4A	LINE	L1	-510	5793	5518	1
609	564	273	0	77	chr1	3172447	3172590	-194022842	-	RSINE1	SINE	B4	-32	133	2	2
609	1188	283	60	62	chr1	3172613	3173160	-194022272	-	L1MB3	LINE	L1	-2	6181	5636	2
609	806	285	107	43	chr1	3173195	3173831	-194021601	-	L1MA4A	LINE	L1	-789	5354	4616	1
609	472	325	15	54	chr1	3173825	3174085	-194021347	-	L1MA4A	LINE	L1	-1983	4160	3911	1
609	266	73	0	24	chr1	3174205	3174247	-194021185	+	(CA)n	Simple_repeat	Simple_repeat	2	42	0	2
609	964	307	22	31	chr1	3174247	3174598	-194020834	-	Lx9	LINE	L1	-1558	5915	5534	1
609	192	77	0	0	chr1	3174598	3174624	-194020808	+	(TTG)n	Simple_repeat	Simple_repeat	2	27	0	2
609	964	305	21	32	chr1	3174624	3174787	-194020645	-	Lx9	LINE	L1	-314	5533	5370	1
609	6147	184	105	45	chr1	3174794	3175223	-194020209	-	Lx2	LINE	L1	-352	6645	6088	2
609	4098	155	29	99	chr1	3175223	3176197	-194019235	-	RMER17A2	LTR	ERVK	0	906	1	2
609	6147	152	30	14	chr1	3176197	3177341	-194018091	-	Lx2	LINE	L1	-562	6435	5258	2
609	5700	93	7	73	chr1	3177336	3178017	-194017415	-	L1VL4	LINE	L1	-1743	1816	1148	2
609	4067	67	7	11	chr1	3178017	3178561	-194016871	-	L1Md_F2	LINE	L1	0	6582	6041	2
609	5700	102	19	37	chr1	3178561	3179269	-194016163	-	L1VL4	LINE	L1	-2412	1147	480	2
609	228	312	128	54	chr1	3179269	3179472	-194015960	-	LTR81B	LTR	ERV1?	-266	1127	910	2
609	444	216	11	0	chr1	3179472	3179560	-194015872	-	MusHAL1	LINE	L1	-3077	277	189	2
609	432	0	0	0	chr1	3179560	3179608	-194015824	+	(TTA)n	Simple_repeat	Simple_repeat	1	48	0	2
609	555	263	199	0	chr1	3179610	3179781	-194015651	-	B3	SINE	B2	-10	206	2	2
609	645	201	7	72	chr1	3179818	3180014	-194015418	+	ORR1B1	LTR	MaLR	1	188	-196	2
609	417	251	116	30	chr1	3180014	3180412	-194015020	-	L1_Mur3	LINE	L1	-796	5347	4910	2
609	533	211	46	66	chr1	3180418	3180571	-194014861	-	Lx6	LINE	L1	-225	7235	7105	2
609	241	237	0	0	chr1	3180794	3180853	-194014579	+	CT-rich	Low_complexity	Low_complexity	1	59	0	2
609	522	43	0	0	chr1	3180855	3180924	-194014508	+	(CA)n	Simple_repeat	Simple_repeat	1	69	0	2
609	420	252	9	28	chr1	3181174	3181280	-194014152	-	RSINE1	SINE	B4	-24	141	38	2
609	931	277	96	24	chr1	3181331	3181409	-194014023	-	L1M2	LINE	L1	-525	5766	5694	2
609	3509	177	42	48	chr1	3181409	3182269	-194013163	+	RLTR13A	LTR	ERVK	1	855	0	2
609	931	277	96	24	chr1	3182269	3182649	-194012783	-	L1M2	LINE	L1	-598	5693	5275	2
609	333	118	0	0	chr1	3182710	3182761	-194012671	+	(TA)n	Simple_repeat	Simple_repeat	2	52	0	2
609	186	267	0	0	chr1	3182763	3182864	-194012568	+	(TG)n	Simple_repeat	Simple_repeat	1	101	0	2
609	327	261	0	26	chr1	3182868	3182982	-194012450	+	(TATG)n	Simple_repeat	Simple_repeat	4	114	0	2
609	774	141	0	0	chr1	3183006	3183148	-194012284	+	(TG)n	Simple_repeat	Simple_repeat	1	142	0	2
609	1878	224	105	28	chr1	3183154	3183599	-194011833	+	RLTR20B3	LTR	ERVK	1	470	-107	2
609	333	0	0	0	chr1	3183599	3183636	-194011796	+	(TG)n	Simple_repeat	Simple_repeat	2	38	0	2
609	1878	224	105	28	chr1	3183636	3183694	-194011738	+	RLTR20B3	LTR	ERVK	471	542	-35	2
609	567	133	0	0	chr1	3183706	3183811	-194011621	+	(TG)n	Simple_repeat	Simple_repeat	1	105	0	2
609	1878	224	105	28	chr1	3183817	3184262	-194011170	+	RLTR20B3	LTR	ERVK	1	470	-107	2
609	441	0	0	0	chr1	3184262	3184311	-194011121	+	(TG)n	Simple_repeat	Simple_repeat	2	50	0	2
609	1878	224	105	28	chr1	3184311	3184369	-194011063	+	RLTR20B3	LTR	ERVK	471	542	-35	2
609	285	29	0	0	chr1	3184381	3184415	-194011017	+	(TG)n	Simple_repeat	Simple_repeat	2	35	0	2
609	969	300	15	23	chr1	3184425	3184691	-194010741	-	B4A	SINE	B4	-23	269	6	2
609	22	56	0	0	chr1	3184876	3184912	-194010520	+	AT_rich	Low_complexity	Low_complexity	1	36	0	2
609	1640	222	35	5	chr1	3185076	3185443	-194009989	+	RLTR14	LTR	ERV1	3	380	-2	2
609	205	288	0	0	chr1	3186582	3186641	-194008791	+	T-rich	Low_complexity	Low_complexity	1	59	0	2
609	434	216	25	13	chr1	3186750	3186909	-194008523	+	(TA)n	Simple_repeat	Simple_repeat	2	162	0	2
609	543	309	70	43	chr1	3187001	3187258	-194008174	-	Lx9	LINE	L1	-174	7470	7207	2
609	907	235	14	9	chr1	3187961	3188176	-194007256	-	B3	SINE	B2	0	216	1	2
609	24	67	0	0	chr1	3189864	3189909	-194005523	+	AT_rich	Low_complexity	Low_complexity	1	45	0	2
609	212	0	36	0	chr1	3191414	3191442	-194003990	+	(TTTTTA)n	Simple_repeat	Simple_repeat	2	30	0	2
609	246	256	188	61	chr1	3193416	3193645	-194001787	-	MIRb	SINE	MIR	-10	258	1	2
609	243	0	0	0	chr1	3197720	3197747	-193997685	+	(TTTG)n	Simple_repeat	Simple_repeat	2	28	0	2
609	277	48	30	60	chr1	3199608	3199675	-193995757	+	(CAAAAA)n	Simple_repeat	Simple_repeat	2	66	0	2
609	252	278	144	31	chr1	3199937	3200097	-193995335	+	MIRb	SINE	MIR	85	262	-6	2
609	234	0	0	0	chr1	3200900	3200926	-193994506	+	(T)n	Simple_repeat	Simple_repeat	1	26	0	2
609	319	351	52	9	chr1	3201680	3201795	-193993637	-	RSINE1	SINE	B4	-3	162	43	2
609	941	59	35	12	chr1	3201888	3202060	-193993372	+	(TCTA)n	Simple_repeat	Simple_repeat	3	178	0	2
609	685	100	31	18	chr1	3202074	3202299	-193993133	+	(TCTA)n	Simple_repeat	Simple_repeat	1	228	0	2
609	451	326	38	30	chr1	3202321	3202454	-193992978	-	RSINE1	SINE	B4	-18	147	14	2
609	947	200	137	0	chr1	3205543	3205733	-193989699	-	B3	SINE	B2	0	216	1	2
609	309	26	0	0	chr1	3209356	3209394	-193986038	+	(TTA)n	Simple_repeat	Simple_repeat	3	40	0	2
609	384	309	65	69	chr1	3210109	3210527	-193984905	-	L1MC4	LINE	L1	-184	7858	7443	2
609	654	94	17	8	chr1	3211923	3212041	-193983391	+	(TTCTC)n	Simple_repeat	Simple_repeat	2	120	0	2
609	1063	116	55	11	chr1	3212829	3213012	-193982420	-	B2_Mm2	SINE	B2	-2	193	3	2
609	186	133	0	0	chr1	3214330	3214360	-193981072	+	(CAAA)n	Simple_repeat	Simple_repeat	3	32	0	2
609	4755	85	9	0	chr1	3215104	3215750	-193979682	+	L1_Mus1	LINE	L1	5914	6565	-2	2
609	295	291	125	10	chr1	3216362	3216466	-193978966	-	MER58B	DNA	MER1_type	-11	330	215	2
609	387	41	0	0	chr1	3217913	3217962	-193977470	+	(CA)n	Simple_repeat	Simple_repeat	2	50	0	2
609	324	271	23	23	chr1	3218702	3218789	-193976643	+	RLTR9A	LTR	ERVK	3	89	-279	2
609	465	258	128	69	chr1	3218825	3219029	-193976403	+	RLTR9A	LTR	ERVK	153	368	0	2
609	275	65	22	0	chr1	3219311	3219357	-193976075	+	(CAAAA)n	Simple_repeat	Simple_repeat	4	50	0	2
609	4421	73	0	0	chr1	3219421	3220005	-193975427	+	L1_Mm	LINE	L1	5241	5802	-81	2
609	17197	72	0	0	chr1	3220025	3220741	-193974691	+	L1Md_F2	LINE	L1	535	1249	-4634	2
609	372	22	0	0	chr1	3220741	3220786	-193974646	+	(CA)n	Simple_repeat	Simple_repeat	2	46	0	2
609	25275	90	11	5	chr1	3220786	3225110	-193970322	+	L1Md_F2	LINE	L1	1250	5586	-297	2
609	7189	73	8	6	chr1	3225113	3226081	-193969351	+	L1Md_F2	LINE	L1	5612	6581	-1	2
609	5719	73	26	8	chr1	3226086	3226860	-193968572	+	L1Md_F2	LINE	L1	5783	6570	-12	2
609	651	26	0	0	chr1	3226864	3226941	-193968491	+	(GA)n	Simple_repeat	Simple_repeat	2	78	0	2
609	287	65	22	0	chr1	3226950	3226996	-193968436	+	(CAAAA)n	Simple_repeat	Simple_repeat	3	49	0	2
609	3940	187	114	23	chr1	3227012	3227961	-193967471	+	RMER16-int	LTR	ERVK	299	1333	-4073	2
609	36545	42	1	1	chr1	3227966	3233898	-193961534	-	L1Md_A	LINE	L1	0	6585	563	2
609	930	258	15	38	chr1	3233919	3234185	-193961247	+	RMER16-int	LTR	ERVK	1320	1579	-3827	2
609	5055	164	69	43	chr1	3234378	3237159	-193958273	+	RMER16-int	LTR	ERVK	1630	4337	-1069	2
609	369	288	7	0	chr1	3237155	3237301	-193958131	+	RLTR6-int	LTR	ERV1	7384	7530	-248	2
609	260	242	43	92	chr1	3237582	3237723	-193957709	+	IAP-d-int	LTR	ERVK	6377	6510	-32	2
609	491	277	153	28	chr1	3237837	3238164	-193957268	+	RLTR9A	LTR	ERVK	1	368	0	2
609	676	296	75	104	chr1	3238305	3238679	-193956753	+	MTEa	LTR	MaLR	3	365	-14	2
609	2770	222	71	148	chr1	3240499	3240642	-193954790	-	RMER1A	Other	Other	-2	1028	879	2
609	183	80	0	0	chr1	3240642	3240667	-193954765	+	(CCA)n	Simple_repeat	Simple_repeat	1	25	0	2
609	2770	222	71	148	chr1	3240667	3241587	-193953845	-	RMER1A	Other	Other	-152	878	47	2
609	1152	268	13	16	chr1	3241598	3241909	-193953523	-	RMER1B	Other	Other	-750	316	7	2
609	446	307	8	23	chr1	3243387	3243517	-193951915	+	B1F2	SINE	Alu	1	128	-21	2
609	452	280	31	23	chr1	3243845	3243973	-193951459	-	B1F2	SINE	Alu	-20	129	1	2
609	22	0	0	0	chr1	3244208	3244230	-193951202	+	AT_rich	Low_complexity	Low_complexity	1	22	0	2
609	206	391	124	38	chr1	3244789	3244999	-193950433	+	L2b	LINE	L2	3129	3356	-19	2
609	506	93	12	0	chr1	3246120	3246206	-193949226	+	(CA)n	Simple_repeat	Simple_repeat	2	88	0	2
609	374	164	70	35	chr1	3246206	3246320	-193949112	+	Lx9	LINE	L1	7527	7644	0	2
609	975	284	56	28	chr1	3246719	3247288	-193948144	+	L1M3	LINE	L1	3211	3795	-2345	2
609	272	200	14	0	chr1	3247550	3247620	-193947812	+	(ATG)n	Simple_repeat	Simple_repeat	3	73	0	2
609	341	253	0	0	chr1	3247754	3247841	-193947591	+	L1MB3	LINE	L1	6003	6089	-94	2
609	1300	156	14	0	chr1	3247845	3248063	-193947369	+	URR1A	DNA	MER1_type	6	226	0	2
609	24880	105	16	2	chr1	3248164	3252789	-193942643	+	L1_Mus1	LINE	L1	1890	6567	0	2
609	663	336	40	44	chr1	3253142	3253369	-193942063	-	B4A	SINE	B4	-1	291	66	2
609	22	35	0	0	chr1	3253689	3253718	-193941714	+	AT_rich	Low_complexity	Low_complexity	1	29	0	2
609	5196	117	25	10	chr1	3253726	3253871	-193941561	-	Lx	LINE	L1	-6	6648	6510	2
609	1341	199	55	77	chr1	3253871	3254273	-193941159	+	RLTR9C	LTR	ERVK	1	393	0	2
609	5196	117	25	10	chr1	3254273	3254911	-193940521	-	Lx	LINE	L1	-145	6509	5853	2
609	423	0	0	0	chr1	3256741	3256788	-193938644	+	(TC)n	Simple_repeat	Simple_repeat	2	48	0	2
609	360	0	0	0	chr1	3256788	3256827	-193938605	+	(TG)n	Simple_repeat	Simple_repeat	1	40	0	2
609	210	360	59	34	chr1	3256844	3257048	-193938384	-	L2	LINE	L2	-526	2893	2685	2
609	462	61	0	0	chr1	3258448	3258514	-193936918	+	(CA)n	Simple_repeat	Simple_repeat	2	67	0	2
609	271	320	50	87	chr1	3258645	3258806	-193936626	-	MTC	LTR	MaLR	-4	375	221	2
609	1022	252	75	24	chr1	3258810	3258881	-193936551	-	Lx9	LINE	L1	-75	7569	7485	2
609	507	122	0	0	chr1	3258881	3258971	-193936461	+	(TG)n	Simple_repeat	Simple_repeat	1	90	0	2
609	1022	252	75	24	chr1	3258971	3259273	-193936159	-	Lx9	LINE	L1	-160	7484	7177	2
609	402	247	80	6	chr1	3259395	3259558	-193935874	-	L1MC	LINE	L1	-816	5330	5156	2
609	180	220	55	91	chr1	3259796	3259851	-193935581	+	L3	LINE	CR1	4428	4480	-9	2
609	307	314	78	30	chr1	3259945	3260241	-193935191	-	L1MC2	LINE	L1	-107	6237	5928	2
609	331	244	105	10	chr1	3260247	3260344	-193935088	-	MTC	LTR	MaLR	-320	101	5	2
609	384	123	15	0	chr1	3260863	3260928	-193934504	+	L1VL1	LINE	L1	250	315	-6323	2
609	17013	98	7	2	chr1	3260923	3264229	-193931203	+	L1VL1	LINE	L1	638	3963	-1920	2
609	1922	109	28	22	chr1	3264229	3264549	-193930883	+	RLTRETN_Mm	LTR	ERVK	1	322	0	2
609	13660	168	22	11	chr1	3264549	3269796	-193925636	+	ETnERV-int	LTR	ERVK	1	5961	-1445	2
609	3207	43	12	12	chr1	3269776	3270196	-193925236	+	ETnERV-int	LTR	ERVK	2895	3314	0	2
609	1896	115	28	22	chr1	3270196	3270516	-193924916	+	RLTRETN_Mm	LTR	ERVK	1	322	0	2
609	12660	103	7	3	chr1	3270516	3273115	-193922317	+	L1_Mus1	LINE	L1	3958	6567	0	3
609	398	307	161	34	chr1	3273133	3273611	-193921821	+	Charlie2b	DNA	MER1_type	2204	2742	-40	3
609	558	324	70	142	chr1	3273629	3273786	-193921646	-	MTEa	LTR	MaLR	-8	371	204	3
609	228	35	0	0	chr1	3273786	3273815	-193921617	+	(TTTG)n	Simple_repeat	Simple_repeat	2	30	0	3
609	558	324	70	142	chr1	3273815	3274057	-193921375	-	MTEa	LTR	MaLR	-176	203	1	3
609	1572	194	9	34	chr1	3274217	3274522	-193920910	+	Lx4A	LINE	L1	6705	6998	-60	3
609	387	0	0	0	chr1	3274522	3274565	-193920867	+	(TG)n	Simple_repeat	Simple_repeat	2	44	0	3
609	1572	194	9	34	chr1	3274565	3274585	-193920847	+	Lx4A	LINE	L1	6999	7021	-37	3
609	285	98	0	0	chr1	3274593	3274634	-193920798	+	(TGAA)n	Simple_repeat	Simple_repeat	1	41	0	3
609	270	95	0	0	chr1	3274843	3274885	-193920547	+	(GGA)n	Simple_repeat	Simple_repeat	2	43	0	3
609	787	293	103	40	chr1	3275078	3275380	-193920052	-	ORR1E	LTR	MaLR	-29	330	10	3
609	750	259	196	18	chr1	3275383	3275838	-193919594	+	L1MC1	LINE	L1	5362	5897	-436	3
609	736	280	56	64	chr1	3275850	3276211	-193919221	+	MTE2a	LTR	MaLR	3	419	0	3
609	1715	166	66	46	chr1	3276161	3276508	-193918924	-	ORR1B1	LTR	MaLR	0	394	41	3
76	432	307	21	21	chr1	3276673	3276813	-193918619	-	MLT2B4	LTR	ERVL	-360	196	57	3
610	22	0	0	0	chr1	3276826	3276848	-193918584	+	AT_rich	Low_complexity	Low_complexity	1	22	0	3
610	350	269	99	20	chr1	3277143	3277344	-193918088	-	L1MD	LINE	L1	-2421	3725	3509	3
610	1259	79	6	0	chr1	3277348	3277525	-193917907	+	(TCTCC)n	Simple_repeat	Simple_repeat	3	180	0	3
610	422	206	23	8	chr1	3277525	3277607	-193917825	+	polypyrimidine	Low_complexity	Low_complexity	52	135	0	3
610	1050	95	6	17	chr1	3277607	3277779	-193917653	+	(TTCC)n	Simple_repeat	Simple_repeat	2	171	0	3
610	422	206	23	8	chr1	3277779	3277823	-193917609	+	polypyrimidine	Low_complexity	Low_complexity	7	51	0	3
610	600	240	147	80	chr1	3277866	3278369	-193917063	-	L1MD	LINE	L1	-2713	3433	2897	3
610	2409	133	35	15	chr1	3278451	3278856	-193916576	-	Lx3C	LINE	L1	-9	6967	6555	3
610	23	0	0	0	chr1	3279566	3279589	-193915843	+	AT_rich	Low_complexity	Low_complexity	1	23	0	3
610	5442	58	1	1	chr1	3280815	3281507	-193913925	-	L1Md_F2	LINE	L1	0	6582	5891	3
610	6920	55	5	0	chr1	3281507	3282376	-193913056	+	L1Md_F2	LINE	L1	5011	5883	0	3
610	509	293	35	35	chr1	3282835	3283005	-193912427	+	L4	LINE	RTE	1748	1917	-112	3
610	231	387	29	7	chr1	3284444	3284582	-193910850	-	MER5A	DNA	MER1_type	-27	162	22	3
610	252	299	31	0	chr1	3284590	3284687	-193910745	+	MER3	DNA	MER1_type	27	126	-83	3
610	574	91	20	0	chr1	3284751	3284850	-193910582	+	(TC)n	Simple_repeat	Simple_repeat	2	102	0	3
610	21	0	0	0	chr1	3285113	3285134	-193910298	+	AT_rich	Low_complexity	Low_complexity	1	21	0	3
610	287	257	0	0	chr1	3285683	3285757	-193909675	-	Lx9	LINE	L1	-5	7639	7566	3
610	223	203	17	0	chr1	3285794	3285853	-193909579	+	(TA)n	Simple_repeat	Simple_repeat	1	60	0	3
610	1565	186	118	3	chr1	3285854	3286193	-193909239	-	Lx9	LINE	L1	-293	7351	6974	3
610	658	253	58	70	chr1	3286273	3286532	-193908900	+	MER2	DNA	MER2_type	86	341	-4	3
610	771	311	85	14	chr1	3287862	3288853	-193906579	-	L1M4	LINE	L1	-758	6546	5487	3
610	246	62	0	0	chr1	3288859	3288891	-193906541	+	(CAAAA)n	Simple_repeat	Simple_repeat	2	33	0	3
610	600	27	0	0	chr1	3288988	3289062	-193906370	+	(TG)n	Simple_repeat	Simple_repeat	2	75	0	3
610	415	344	45	79	chr1	3289107	3289461	-193905971	-	L1M4	LINE	L1	-4968	1936	1595	3
610	340	319	12	30	chr1	3289462	3289630	-193905802	-	L1M4	LINE	L1	-5846	1488	1324	3
610	828	284	78	5	chr1	3289706	3289925	-193905507	-	MTD	LTR	MaLR	-54	365	131	3
610	387	241	35	15	chr1	3290401	3290553	-193904879	-	L1MA4	LINE	L1	-340	5960	5800	3
610	675	117	0	0	chr1	3290576	3290679	-193904753	+	(TC)n	Simple_repeat	Simple_repeat	1	103	0	3
610	898	61	114	0	chr1	3290679	3290811	-193904621	-	B1_Mm	SINE	Alu	0	147	1	3
610	922	283	92	59	chr1	3291104	3291442	-193903990	+	ORR1E	LTR	MaLR	9	357	-2	3
610	5218	103	4	3	chr1	3291858	3292618	-193902814	+	L1Md_F2	LINE	L1	443	1203	-5521	3
610	34958	45	1	1	chr1	3292585	3297043	-193898389	+	L1Md_F2	LINE	L1	1129	5585	-298	3
610	7515	61	18	1	chr1	3297044	3298010	-193897422	+	L1Md_F2	LINE	L1	5587	6568	-14	3
610	8653	19	0	0	chr1	3298018	3299011	-193896421	+	L1Md_A	LINE	L1	5587	6579	-3	3
610	270	0	0	0	chr1	3299021	3299051	-193896381	+	(TAAAA)n	Simple_repeat	Simple_repeat	2	31	0	3
610	450	53	0	0	chr1	3299376	3299433	-193895999	+	(TTTC)n	Simple_repeat	Simple_repeat	3	59	0	3
610	630	114	0	0	chr1	3299433	3299521	-193895911	-	B1_Mm	SINE	Alu	0	147	60	3
610	214	237	0	0	chr1	3299489	3299527	-193895905	-	PB1D7	SINE	Alu	-27	93	56	3
610	21	36	0	0	chr1	3300048	3300076	-193895356	+	AT_rich	Low_complexity	Low_complexity	1	28	0	3
610	29587	125	24	4	chr1	3301435	3307652	-193887780	+	L1_Mus1	LINE	L1	212	6561	-6	3
610	522	0	0	0	chr1	3307652	3307710	-193887722	+	(TA)n	Simple_repeat	Simple_repeat	1	58	0	3
610	333	0	0	0	chr1	3307710	3307746	-193887686	+	(GA)n	Simple_repeat	Simple_repeat	2	38	0	3
610	450	36	0	0	chr1	3307964	3308020	-193887412	+	(TG)n	Simple_repeat	Simple_repeat	2	57	0	3
610	307	145	62	31	chr1	3308036	3308100	-193887332	-	RSINE1	SINE	B4	-44	121	56	3
610	2546	297	56	23	chr1	3308684	3309538	-193885894	-	Lx8	LINE	L1	-274	7199	6318	3
610	198	0	0	0	chr1	3309587	3309609	-193885823	+	(A)n	Simple_repeat	Simple_repeat	1	22	0	3
610	234	241	72	58	chr1	3309611	3309749	-193885683	+	L1M3	LINE	L1	4290	4463	-1677	3
610	205	51	51	0	chr1	3309900	3309939	-193885493	+	(TTG)n	Simple_repeat	Simple_repeat	2	42	0	3
610	352	323	75	0	chr1	3309939	3310072	-193885360	-	B1F	SINE	Alu	0	149	7	3
610	267	288	6	58	chr1	3310275	3310448	-193884984	-	L1MEe	LINE	L1	-4312	542	379	3
610	189	213	0	0	chr1	3310602	3310649	-193884783	+	CT-rich	Low_complexity	Low_complexity	2	48	0	3
610	265	270	11	11	chr1	3310656	3310746	-193884686	-	L1MEe	LINE	L1	-4650	204	115	3
610	210	254	0	73	chr1	3311463	3311531	-193883901	-	MIRb	SINE	MIR	-73	195	133	3
610	222	318	0	74	chr1	3312284	3312379	-193883053	-	MIR3	SINE	MIR	-25	183	96	3
610	195	129	0	0	chr1	3313704	3313735	-193881697	+	(TTCC)n	Simple_repeat	Simple_repeat	3	33	0	3
610	1766	220	19	3	chr1	3313762	3314136	-193881296	+	RLTR14	LTR	ERV1	3	382	0	3
610	627	304	40	0	chr1	3314206	3314354	-193881078	-	B3	SINE	B2	-11	205	52	3
610	292	349	7	108	chr1	3315043	3315191	-193880241	+	ID_B1	SINE	B4	91	223	-1	3
610	251	115	0	37	chr1	3315191	3315245	-193880187	+	(CAGAGA)n	Simple_repeat	Simple_repeat	1	52	0	3
610	432	37	0	0	chr1	3315382	3315436	-193879996	+	(TG)n	Simple_repeat	Simple_repeat	1	54	0	3
610	503	263	82	96	chr1	3315437	3315656	-193879776	-	B4A	SINE	B4	-73	219	4	3
610	276	30	0	0	chr1	3315796	3315829	-193879603	+	(TC)n	Simple_repeat	Simple_repeat	1	33	0	3
610	450	0	0	0	chr1	3317225	3317275	-193878157	+	(TG)n	Simple_repeat	Simple_repeat	1	50	0	3
610	438	20	0	0	chr1	3317323	3317374	-193878058	+	(TCTA)n	Simple_repeat	Simple_repeat	4	54	0	3
610	791	103	0	0	chr1	3317439	3317555	-193877877	-	L1_Mus2	LINE	L1	-465	5418	5303	3
610	6408	73	0	0	chr1	3317552	3318521	-193876911	+	L1_Mus2	LINE	L1	5420	6388	-178	3
610	391	88	0	0	chr1	3318521	3318578	-193876854	+	L1_Mus2	LINE	L1	6496	6552	-14	3
610	2668	169	210	11	chr1	3318584	3319390	-193876042	+	Lx4B	LINE	L1	794	1848	-4032	3
610	1033	110	7	0	chr1	3319390	3319536	-193875896	+	B1_Mm	SINE	Alu	1	147	0	3
610	2135	154	391	14	chr1	3319536	3319941	-193875491	+	Lx4B	LINE	L1	1849	2323	-3557	3
610	1667	146	34	47	chr1	3319943	3320324	-193875108	+	Lx4B	LINE	L1	2888	3263	-2617	3
610	6188	186	27	34	chr1	3320453	3322009	-193873423	+	Lx4B	LINE	L1	5402	6981	-19	3
610	4434	213	92	6	chr1	3322020	3323021	-193872411	+	Lx7	LINE	L1	5794	6880	-816	3
610	473	292	141	19	chr1	3323585	3323880	-193871552	+	MLT1B	LTR	MaLR	8	334	-56	3
610	206	211	0	0	chr1	3324063	3324101	-193871331	+	C-rich	Low_complexity	Low_complexity	4	41	0	3
610	561	317	30	11	chr1	3324309	3324571	-193870861	-	L1MD	LINE	L1	-531	5711	5445	3
610	257	282	106	0	chr1	3324657	3324742	-193870690	+	Lx7	LINE	L1	7218	7311	-385	3
610	227	283	26	26	chr1	3324884	3325000	-193870432	-	L1M5	LINE	L1	-674	5450	5335	3
610	18291	143	30	14	chr1	3325070	3329327	-193866105	+	L1Md_F	LINE	L1	98	4155	-1728	3
610	31	44	0	0	chr1	3329624	3329669	-193865763	+	AT_rich	Low_complexity	Low_complexity	1	45	0	3
610	186	43	0	0	chr1	3329669	3329692	-193865740	+	(GA)n	Simple_repeat	Simple_repeat	2	24	0	3
610	4871	221	96	110	chr1	3329694	3330060	-193865372	+	RMER16-int	LTR	ERVK	2080	2439	-4805	3
610	297	0	0	0	chr1	3330060	3330093	-193865339	+	(TTTG)n	Simple_repeat	Simple_repeat	2	34	0	3
610	9428	176	64	43	chr1	3330093	3333602	-193861830	+	RMER16-int	LTR	ERVK	1565	4596	-2648	3
610	411	285	36	21	chr1	3333599	3333739	-193861693	+	RMER16-int	LTR	ERVK	6086	6227	-1179	3
610	917	215	35	5	chr1	3333783	3333984	-193861448	+	RMER16-int	LTR	ERVK	6215	6421	-985	3
610	395	57	0	36	chr1	3334202	3334257	-193861175	+	RMER16-int	LTR	ERVK	7331	7383	-23	3
610	2342	109	120	3	chr1	3334277	3334653	-193860779	+	RLTR9B2	LTR	ERVK	1	420	0	3
610	339	167	0	0	chr1	3334664	3334724	-193860708	+	L1_Mm	LINE	L1	4198	4257	-1626	3
610	37536	55	11	9	chr1	3334727	3341048	-193854384	+	L1Md_T	LINE	L1	285	6634	-7	3
610	4214	139	35	6	chr1	3341123	3341817	-193853615	-	Lx3B	LINE	L1	-3	6970	6257	3
610	674	108	0	0	chr1	3341850	3341952	-193853480	+	Lx3C	LINE	L1	5863	5964	-1012	3
610	1156	279	104	40	chr1	3341950	3342846	-193852586	-	L1MD	LINE	L1	-776	5370	4418	3
610	23	0	0	0	chr1	3344598	3344621	-193850811	+	AT_rich	Low_complexity	Low_complexity	1	23	0	3
610	240	111	0	0	chr1	3344996	3345032	-193850400	+	(TG)n	Simple_repeat	Simple_repeat	1	36	0	3
610	482	242	38	68	chr1	3345183	3345316	-193850116	-	B4A	SINE	B4	-161	131	3	3
610	309	118	0	0	chr1	3345453	3345504	-193849928	+	(TG)n	Simple_repeat	Simple_repeat	2	52	0	3
610	242	336	15	92	chr1	3345559	3345690	-193849742	-	B4A	SINE	B4	-170	122	2	3
610	191	333	79	36	chr1	3346139	3346279	-193849153	+	MIR	SINE	MIR	87	232	-30	3
610	195	42	0	0	chr1	3347278	3347302	-193848130	+	(TTTTA)n	Simple_repeat	Simple_repeat	1	24	0	3
610	1318	89	0	6	chr1	3347302	3347483	-193847949	-	B2_Mm2	SINE	B2	-15	180	1	3
